id,CALL_RDD_RECORD,CALL_RDD_CNT,CALL_RDD_CNT_IN,CALL_RDD_LOCAL,CALL_RDD_IN_PROVINCE,CALL_RDD_BY_PROVINCE,CALL_RDD_GAT,CALL_RDD_INTERNATIONAL,CALL_RDD_TIME,CALL_RDD_TIME_IN,CALL_RDD_TIME_INOUTRATIO,CALL_RDD_TIME_PERSON,CALL_RDD_TIME_BUSINESS,CALL_RDD_TIME_PBRATIO,CALL_RDD_PERSON,CALL_RDD_PERSON_IN,CALL_RDD_PERSON_RATIO,CALL_RDD_BUSINESS,CALL_RDD_BUSINESS_IN,CALL_RDD_BUSINESS_RATIO,CALL_RDD_PBRATIO,CALL_RDD_HOWMANYPERSON,CALL_RDD_HOWMANYBUSINESS,CALL_RDD_AVGTIME,CALL_RDD_DAYTIME,CALL_RDD_AFTERNOON,CALL_RDD_NIGHT,CALL_RDD_BEFOREDAWN,CALL_RDD_MAXTIME,CALL_RDD_MINTIME,CALL_RDD_TIMEVAR,CALL_RDD_MEANFREQ,CALL_RDD_MINFREQ,CALL_RDD_MAXFREQ,CALL_RDD_VARFREQ,CALL_RDD_FREQONEDAY,CALL_RDD_SHORTTIME,CALL_RDD_LONGTIME,CALL_RDD_LLONGTIME,CALL_RDD_LIANTONG,CALL_RDD_YIDONG,CALL_RDD_DIANXIN,CALL_RDD_KEFU,CALL_RDD_DAYWITHCALL,CALL_RDD_DAYWITHCALLIN,CALL_RDD_DAYWITHCALLOUT,CALL_RDD_DAY40TODAY45_CNT,CALL_RDD_DAY40TODAY45_IN,CALL_RDD_DAY40TODAY45_INOUTRATIO,CALL_RDD_DAY40TODAY45_RECORD,CALL_RDD_DAY40TODAY45_TIME,CALL_RDD_DAY40TODAY45_TIME_AVG,CALL_RDD_DAY40TODAY45_TIME_IN,CALL_RDD_DAY40TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY40TODAY45_TIME_VAR,CALL_RDD_DAY38TODAY45_CNT,CALL_RDD_DAY38TODAY45_IN,CALL_RDD_DAY38TODAY45_INOUTRATIO,CALL_RDD_DAY38TODAY45_RECORD,CALL_RDD_DAY38TODAY45_TIME,CALL_RDD_DAY38TODAY45_TIME_AVG,CALL_RDD_DAY38TODAY45_TIME_IN,CALL_RDD_DAY38TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY38TODAY45_TIME_VAR,CALL_RDD_DAY30TODAY45_CNT,CALL_RDD_DAY30TODAY45_IN,CALL_RDD_DAY30TODAY45_INOUTRATIO,CALL_RDD_DAY30TODAY45_RECORD,CALL_RDD_DAY30TODAY45_TIME,CALL_RDD_DAY30TODAY45_TIME_AVG,CALL_RDD_DAY30TODAY45_TIME_IN,CALL_RDD_DAY30TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY30TODAY45_TIME_VAR,CALL_RDD_DAY42TODAY45_CNT,CALL_RDD_DAY42TODAY45_IN,CALL_RDD_DAY42TODAY45_INOUTRATIO,CALL_RDD_DAY42TODAY45_RECORD,CALL_RDD_DAY42TODAY45_TIME,CALL_RDD_DAY42TODAY45_TIME_AVG,CALL_RDD_DAY42TODAY45_TIME_IN,CALL_RDD_DAY42TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY42TODAY45_TIME_VAR,label
u1855,1,721,137,594,3,124,0,0,951.8666382,254,0.266844064,899.333313,52.53333282,0.944810092,659,117,0.177541703,62,20,0.322580129,0.9140082,1,126,1.320203185,316,359,163,12,20.64999962,0.016666668,2.917695045,1.48516202,0,22.25,9.28557682,16.15876579,442,18,1,182,372,89,1,45,37,45,90,18,0.200000003,1,153.3000031,1.703333378,47.20000076,0.307893008,6.501507282,118,19,0.161016956,1,179.3833313,1.520197749,47.58333206,0.265260607,5.37452364,282,46,0.163120568,1,385.6000061,1.367375851,100.5833359,0.26084888,3.662188292,60,12,0.200000003,1,108.9666672,1.816111088,36.70000076,0.336800247,8.655361176,0
u3050,1,31,12,29,0,2,0,0,20.5,10.60000038,0.517070651,19.68333244,0.816666663,0.960157931,29,12,0.413791686,2,0,0,0.935480833,0,10,0.661288202,10,23,1,0,2.049999952,0.033333335,0.257891417,27.96665764,0,260.5333252,4084.424072,0.858161688,24,0,0,8,21,0,1,9,6,9,0,0,0,0,0,0,0,0,0,5,1,0.200000003,1,3.616666555,0.723333359,1.033333302,0.285714298,0.321955562,10,4,0.400000006,1,7.516666889,0.751666665,4.183333397,0.556541026,0.321802765,0,0,0,0,0,0,0,0,0,0
u0315,1,105,12,21,2,82,0,0,330.2333374,25.64999962,0.077672333,330.2333374,0,0.999999702,105,12,0.114285603,0,0,0,0.999999046,0,12,3.145076275,23,38,70,12,22.98333359,0.016666668,25.49255753,10.07435799,0,136.3333282,368.4068604,2.38226223,56,18,2,8,97,0,0,34,8,31,5,1,0.200000003,1,15.46666622,3.093333244,0.216666669,0.014008621,10.49795532,5,1,0.200000003,1,15.46666622,3.093333244,0.216666669,0.014008621,10.49795532,16,3,0.1875,1,53.21666718,3.326041698,1.333333373,0.025054807,20.69711685,5,1,0.200000003,1,15.46666622,3.093333244,0.216666669,0.014008621,10.49795532,0
u1664,1,102,59,97,3,2,0,0,104.8166656,69.23332977,0.660517752,102.6666641,2.150000095,0.979487062,96,55,0.57291609,6,4,0.66665554,0.94117552,0,25,1.027613401,52,36,15,12,8.100000381,0.083333336,1.729521751,10.19257355,0.016666668,87.75,210.9937897,2.354632616,70,2,0,44,40,11,1,36,29,26,13,9,0.692307711,1,9.966666222,0.766666651,7.216666698,0.724080265,0.945341885,24,18,0.75,1,25.56666756,1.065277815,21.51666641,0.841590583,2.695761919,39,28,0.717948735,1,41.34999847,1.060256362,29.79999924,0.720677137,2.008270979,8,6,0.75,1,7.933333397,0.991666675,6.383333206,0.804621875,1.386319399,0
u4333,1,21,16,19,0,2,0,0,8,7.25,0.906238675,7.733333111,0.266666681,0.966654599,19,14,0.736838222,2,2,0.999949992,0.904757619,0,9,0.38095057,0,13,7,4,1.283333302,0.016666668,0.108313918,32.5824852,0,292.2833252,3971.644775,0.736589849,20,0,0,2,17,0,0,11,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,1,0.516666651,0.258333325,0.300000012,0.580645144,0.001736111,0,0,0,0,0,0,0,0,0,1
u2778,1,184,100,183,1,0,0,0,277.7333374,157.0500031,0.565470278,174.2333374,103.5,0.627340138,104,57,0.548076391,80,43,0.537499309,0.565217078,0,40,1.509419441,61,91,39,24,14.76666641,0.100000001,3.690540314,5.66284132,0,45.54999924,63.34526825,4.238080502,98,8,0,16,75,13,6,41,35,34,16,9,0.5625,1,15.80000019,0.987500012,7.716666698,0.488396615,0.59987849,20,11,0.550000012,1,23.38333321,1.169166684,10.69999981,0.457590878,0.848202109,50,24,0.479999989,1,56.63333511,1.132666707,18.76666641,0.331371397,0.962188423,8,4,0.5,1,8.666666985,1.083333373,3.516666651,0.405769229,0.944444418,0
u1798,1,284,111,185,10,89,0,0,1071.699951,319.6166687,0.2982333,1064.56665,7.133333206,0.99334383,277,111,0.400721878,7,0,0,0.975351751,0,43,3.773590326,40,108,183,24,58.41666794,0.050000001,47.39519501,3.776560545,0,48.65000153,57.62911987,6.354820728,133,47,11,166,43,64,4,43,37,38,23,11,0.478260875,1,55.66666794,2.420289755,32.88333511,0.590718567,18.34823608,34,17,0.5,1,71.59999847,2.105882406,37.13333511,0.518621981,14.71272659,90,32,0.355555564,1,204,2.266666651,67.3833313,0.330310464,16.69671631,17,7,0.411764711,1,28.60000038,1.682352901,8.233333588,0.287878782,3.568512201,0
u1425,1,653,289,632,6,15,0,0,583.166687,271.4833374,0.465532929,535.5999756,47.56666565,0.918433666,599,258,0.430717796,54,31,0.574073017,0.917304635,1,122,0.893057525,360,302,69,20,9.116666794,0.016666668,0.968023777,1.636221886,0,29.26666641,13.23956203,14.66704082,477,5,0,98,361,130,8,45,44,43,76,34,0.447368413,1,66.15000153,0.870394766,28.01666641,0.423532367,0.766466379,114,46,0.403508782,1,86.06666565,0.754970789,35.33333206,0.410534471,0.580394387,210,85,0.40476191,1,180.75,0.860714257,82,0.453665286,0.866735756,47,24,0.510638297,1,42.88333511,0.912411332,21.21666718,0.494753212,1.016211152,0
u1577,1,55,41,55,0,0,0,0,73.6333313,43.56666565,0.591669619,56.70000076,16.93333244,0.770030618,45,36,0.799998224,10,5,0.499994993,0.818180323,0,30,1.33878541,16,32,20,3,7.550000191,0.13333334,2.427844524,18.49598503,0.016666668,68.76667023,382.8007202,1.297571898,36,3,0,7,20,13,4,29,26,9,11,8,0.727272749,1,11.63333321,1.057575703,5.266666889,0.452722073,1.206786036,14,9,0.642857134,1,22.08333397,1.577380896,6.016666889,0.272452831,3.780817747,25,20,0.800000012,1,34.58333206,1.383333325,18.51666641,0.535421669,2.524577856,10,7,0.699999988,1,11.46666622,1.146666646,5.099999905,0.444767445,1.240155578,0
u0817,1,105,50,105,0,0,0,0,200.4166718,155.5333405,0.776049495,86.6333313,113.7833328,0.432265908,99,47,0.474747002,6,3,0.499991655,0.942856252,0,23,1.908728361,54,38,26,12,111.6166687,0.016666668,116.4967041,10.25400543,0,73.8666687,267.0549316,2.340525866,77,0,1,24,66,9,0,32,24,24,19,14,0.736842096,1,11.46666622,0.60350877,8.966666222,0.781976759,0.164227456,25,14,0.560000002,1,14.46666622,0.578666687,8.966666222,0.619815648,0.157678217,57,28,0.491228074,1,48.96666718,0.859064341,23.35000038,0.47685501,0.653948069,13,11,0.846153855,1,8.116666794,0.624358952,6.866666794,0.845995903,0.220966473,0
u0903,1,394,186,362,3,29,0,0,384.6166687,168.4333344,0.4379251,375.8999939,8.716666222,0.977336466,385,181,0.470129758,9,5,0.555549383,0.977157116,1,110,0.976184189,204,176,48,12,11.73333359,0.016666668,1.681191444,2.704580069,0,25.95000076,22.55624008,8.8735075,292,8,0,54,298,30,2,45,44,42,45,27,0.600000024,1,34.63333511,0.769629657,21.01666641,0.606833518,0.534201086,57,33,0.578947365,1,46.18333435,0.810233891,24.98333359,0.540959954,0.608311474,143,74,0.517482519,1,147.8000031,1.033566475,77.55000305,0.524695516,1.712439775,29,18,0.620689631,1,22.36666679,0.771264374,14.86666679,0.664679587,0.439174265,0
u2726,1,289,205,262,11,16,0,0,434.6166687,319.3833313,0.73486197,419.2000122,15.41666698,0.964527905,277,202,0.72924161,12,3,0.249997914,0.958477199,0,72,1.503863335,107,171,40,6,26.93333244,0.016666668,4.919211388,3.700925827,0,43.09999847,40.08127594,6.484688759,168,15,1,57,196,9,0,44,41,34,48,38,0.791666687,1,79.40000153,1.654166698,61.65000153,0.776448369,2.761093855,61,47,0.770491779,1,90.56666565,1.484699488,70.34999847,0.776775837,2.440904379,105,78,0.742857158,1,153.0333405,1.457460284,118.5166702,0.774450004,2.465692997,36,28,0.777777791,1,61.75,1.715277791,46.06666565,0.746018887,2.802366972,0
u2914,1,381,176,333,33,15,0,0,739.7833252,343.1166687,0.463806897,726.333313,13.44999981,0.981818855,373,171,0.458444923,8,5,0.624992192,0.979002357,0,109,1.941688061,147,206,69,4,29.46666718,0.016666668,7.560523987,2.802587748,0,36.63333511,27.15647697,8.56320858,175,27,2,130,196,45,1,44,41,43,34,18,0.529411793,1,67.06666565,1.972548962,31.70000076,0.472664028,4.195275784,43,21,0.488372087,1,111.4166641,2.591085196,37.75,0.338818252,20.72245979,95,47,0.49473685,1,212.5166626,2.237017632,99.33333588,0.46741432,12.38622952,21,12,0.571428597,1,48.88333511,2.327777863,23.56666756,0.482100248,4.689136028,0
u0609,1,188,96,183,4,1,0,0,365.2166748,212.2833405,0.581252992,364,1.216666698,0.996668398,186,94,0.505376101,2,2,0.999949992,0.989361167,0,34,1.942640781,67,63,75,18,42.41666794,0.016666668,17.97010612,5.568627357,0,100.3666687,127.5889969,4.309782028,114,11,3,43,140,3,0,39,33,32,4,2,0.5,1,3.133333445,0.783333361,1.350000024,0.430851072,0.209305555,6,2,0.333333343,1,3.799999952,0.633333325,1.350000024,0.355263144,0.186851859,46,23,0.5,1,58.93333435,1.281159401,31.18333244,0.529128969,3.567724705,1,0,0,1,0.400000006,0.400000006,0,0,0,0
u4458,1,1883,716,1743,0,140,0,0,1383.866699,549.2333374,0.3968831,1375.849976,8.016666412,0.994206965,1874,714,0.381003171,9,2,0.22221975,0.995220363,0,175,0.734926522,942,855,475,498,14.60000038,0.016666668,1.253415108,0.56868577,0,17.10000038,2.837317228,42.19514847,1635,28,0,1640,218,16,2,45,45,44,429,149,0.347319335,1,228.9333344,0.53364414,74.71666718,0.32636866,0.301709294,536,190,0.354477614,1,298.7000122,0.55727613,100.5500031,0.336625367,0.358417213,970,346,0.356701016,1,558.3499756,0.575618565,192,0.343870342,0.382416725,299,105,0.35117057,1,155.8999939,0.521404684,53.81666565,0.345199913,0.147445962,1
u3740,1,133,60,124,8,1,0,0,92.98332977,37.63333511,0.404731601,91.98332977,1,0.989244342,132,59,0.44696936,1,1,0.999899983,0.992480457,0,43,0.69912231,71,62,23,9,10.05000019,0.016666668,1.313216686,8.03345871,0,43.84999847,82.17605591,2.987468004,116,2,0,103,19,7,1,44,37,35,21,7,0.333333343,1,10.86666679,0.517460346,5.483333111,0.50460124,0.191732168,25,10,0.400000006,1,14.0666666,0.562666655,8.199999809,0.582938373,0.182939559,48,17,0.354166657,1,30.23333359,0.629861116,11.26666641,0.37265712,0.301920801,14,4,0.285714298,1,6.466666698,0.461904764,2.666666746,0.412371129,0.034620181,0
u4784,1,1436,688,1431,0,5,0,0,1179.766724,518.9500122,0.439875066,1179.766724,0,0.99999994,1436,688,0.479108602,0,0,0,0.99999994,0,162,0.821564496,783,661,360,370,15.03333378,0.016666668,1.006333828,0.636608601,0,59.29999924,4.895358562,37.69385147,1084,13,0,1421,13,2,0,37,37,37,323,179,0.554179549,1,237.2333374,0.73446852,128.5666656,0.541941822,0.405186176,406,218,0.53694582,1,321.2333374,0.791215122,164.5833282,0.512348235,0.55890888,687,359,0.522561848,1,533.916687,0.777171254,262.2166748,0.491119087,0.564508379,217,120,0.552995384,1,153.6166687,0.707910895,78.08333588,0.508299887,0.257980168,1
u2462,1,75,43,75,0,0,0,0,57.51666641,30.76666641,0.534916461,56.78333282,0.733333349,0.987248361,73,41,0.561643064,2,2,0.999949992,0.973332047,0,22,0.766887844,36,47,7,4,3.033333302,0.050000001,0.389351279,14.27882671,0.016666668,97.3833313,444.7876892,1.680798531,58,0,0,40,22,11,1,31,24,19,8,3,0.375,1,5.483333111,0.685416639,2.049999952,0.37386018,0.13211371,11,5,0.454545468,1,10,0.909090936,3.933333397,0.393333346,0.481735528,30,19,0.633333325,1,24.04999924,0.801666677,13.5,0.561330557,0.345265746,3,3,1,1,2.049999952,0.683333337,2.049999952,1,0.190555558,0
u1308,1,320,33,271,21,28,0,0,247.8999939,63.25,0.255143106,242.3000031,5.599999905,0.97740984,319,33,0.103448242,1,0,0,0.99687469,0,215,0.774687231,127,203,83,1,30,0.083333336,3.713273048,3.317711592,0,63.56666565,65.57196045,7.233684063,270,5,1,57,210,48,1,38,20,38,29,1,0.034482758,1,13.55000019,0.467241377,1.183333278,0.08733087,0.13272956,30,1,0.033333335,1,13.98333359,0.466111124,1.183333278,0.084624551,0.128342286,86,5,0.058139537,1,63.65000153,0.740116298,2.983333349,0.04687091,1.392334461,27,1,0.037037037,1,11.41666698,0.422839493,1.183333278,0.103649639,0.072307572,0
u1576,1,99,60,99,0,0,0,0,77.06666565,56.70000076,0.735725701,76.8833313,0.183333337,0.997619808,98,60,0.612244248,1,0,0,0.989897966,0,13,0.77845037,60,43,19,6,17.95000076,0.033333335,3.304941893,10.86309433,0,120.0333328,369.8600769,2.209295034,84,1,0,57,15,26,0,32,30,17,3,2,0.666666687,1,1.733333349,0.577777803,1.483333349,0.855769217,0.055987656,4,3,0.75,1,4.949999809,1.237499952,4.699999809,0.949494958,1.34769094,15,12,0.800000012,1,11.64999962,0.776666641,10.39999962,0.892703891,0.600918531,3,2,0.666666687,1,1.733333349,0.577777803,1.483333349,0.855769217,0.055987656,0
u4668,1,19,1,15,4,0,0,0,18.63333321,0.266666681,0.014311193,14.5,4.133333206,0.778171122,8,0,0,11,1,0.090908267,0.421050429,0,13,0.980696619,7,9,4,0,5.883333206,0.116666667,2.163388014,38.5092392,0,137.7166595,1870.533325,0.623225451,13,1,0,0,6,2,1,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1.033333302,0.516666651,0,0,0.100277781,0,0,0,0,0,0,0,0,0,1
u2109,1,841,422,537,74,230,0,0,1947.033325,917.5999756,0.471281081,1947.033325,0,0.99999994,841,422,0.50178355,0,0,0,0.999999881,0,128,2.315140486,354,398,207,67,26.25,0.016666668,8.526156425,1.265793681,0,20.86666679,7.088455677,18.9589386,339,92,4,76,707,53,0,45,45,44,96,45,0.46875,1,219.5500031,2.286979198,92.46666718,0.421164513,7.265603065,144,68,0.472222209,1,344.5333252,2.392592669,144.6000061,0.419698149,9.939351082,272,127,0.466911763,1,637.0333252,2.34203434,249.8833313,0.392260998,8.512910843,51,26,0.509803951,1,136.0833282,2.668300629,68.76667023,0.505327642,9.718956947,0
u3292,1,122,87,51,21,50,0,0,156.1166687,108.4666672,0.694779098,144.6333313,11.48333359,0.926443279,118,86,0.728812933,4,1,0.249993756,0.967212319,0,27,1.279643774,57,63,12,9,7.400000095,0.033333335,1.975984335,8.791183472,0,207,610.5405273,2.729976654,78,4,0,72,37,8,1,26,25,13,4,4,1,1,2.633333445,0.658333361,2.633333445,1,0.133680552,5,5,1,1,7.550000191,1.50999999,7.550000191,1,3.00828886,5,5,1,1,7.550000191,1.50999999,7.550000191,1,3.00828886,3,3,1,1,1.450000048,0.483333319,1.450000048,1,0.05574074,0
u1731,1,10,7,8,1,1,0,0,117.3166656,82.59999847,0.704076707,85.25,32.06666565,0.72666508,9,7,0.777769148,1,0,0,0.899990976,0,4,11.73154926,1,3,6,0,42.73333359,0.13333334,204.2192078,39.52032471,0.016666668,96.1333313,1124.873657,0.60728091,4,3,2,2,3,4,0,7,5,3,0,0,0,0,0,0,0,0,0,1,1,1,1,16.58333397,16.58333397,16.58333397,1,0,4,3,0.75,1,64.21666718,16.05416679,32.15000153,0.500648856,127.6346359,0,0,0,0,0,0,0,0,0,0
u3541,1,23,7,13,0,10,0,0,30.60000038,11.41666698,0.373092473,30.60000038,0,0.999996722,23,7,0.304346502,0,0,0,0.999995649,0,5,1.330428958,7,8,6,3,8.183333397,0.13333334,3.277779341,40.57801056,0.016666668,582.083313,14496.26855,0.591451883,17,1,0,4,19,0,0,11,4,10,1,0,0,1,0.316666663,0.316666663,0,0,0,1,0,0,1,0.316666663,0.316666663,0,0,0,1,0,0,1,0.316666663,0.316666663,0,0,0,0,0,0,0,0,0,0,0,0,0
u0495,1,486,278,483,0,3,0,0,712.833313,436.5833435,0.612461925,705.9000244,6.933333397,0.990273416,482,274,0.568464637,4,4,0.999975026,0.991769314,0,34,1.466735005,242,186,123,17,30,0.016666668,7.63874197,2.202336788,0,21.21666718,14.73183823,10.89702129,307,19,3,143,111,228,0,45,45,44,60,38,0.633333325,1,56.68333435,0.944722235,41.33333206,0.729197323,0.579152703,78,48,0.615384638,1,86.30000305,1.106410265,64.05000305,0.74217844,1.627095699,149,88,0.590604007,1,175.8833313,1.180425048,114.4333344,0.650620699,1.908403158,40,23,0.574999988,1,43.31666565,1.082916617,30.86666679,0.712581754,0.714006782,0
u0908,1,403,193,165,232,6,0,0,263.4333191,125.7833328,0.477476716,256.6666565,6.766666889,0.9743132,398,189,0.474874258,5,4,0.799983978,0.987592816,0,36,0.653680563,167,169,55,113,7.800000191,0.016666668,0.680648685,2.645397902,0,31.88333321,24.83472824,9.072015762,345,2,0,1,304,90,1,45,42,39,47,31,0.659574449,1,20,0.425531924,13.38333321,0.669166684,0.13194859,64,38,0.59375,1,30.18333244,0.471614569,17.06666756,0.565433443,0.185413882,102,57,0.558823526,1,49.08333206,0.481209159,23.61666679,0.481154501,0.182716072,29,22,0.758620679,1,9.949999809,0.343103439,8.216666222,0.82579565,0.03907121,0
u1246,1,241,114,236,2,3,0,0,402.3999939,230.5666656,0.572978675,389.7000122,12.69999981,0.968439102,227,110,0.484581292,14,4,0.285712242,0.9419083,1,50,1.669708848,86,145,41,4,16.39999962,0.033333335,5.965900898,4.386041641,0,48.09999847,54.04995728,5.471779823,134,19,0,113,52,60,4,43,42,38,17,12,0.70588237,1,27.45000076,1.61470592,19.96666718,0.727383137,3.254669428,28,19,0.678571403,1,37.40000153,1.33571434,27.36666679,0.731729031,2.7988832,100,47,0.469999999,1,162.6499939,1.62650001,96.30000305,0.592068851,4.686544895,11,6,0.545454562,1,14.55000019,1.322727323,7.066666603,0.485681564,2.901731014,0
u1350,1,67,47,67,0,0,0,0,53.13333511,39.98333359,0.752507985,47.18333435,5.949999809,0.888015866,58,39,0.672412634,9,8,0.888879001,0.865670323,1,28,0.793033659,20,44,14,1,6.083333492,0.016666668,0.706791222,15.62373543,0.016666668,92.83333588,462.3979797,1.536114573,53,1,0,18,25,11,5,28,21,14,9,8,0.888888896,1,9.533333778,1.059259295,9.083333015,0.952797174,0.345685869,12,11,0.916666687,1,10.36666679,0.86388886,9.916666985,0.956591666,0.378973752,25,20,0.800000012,1,19.91666603,0.796666682,15.1833334,0.762343109,0.415488899,2,2,1,1,3.150000095,1.575000048,3.150000095,1,0.043402776,0
u3293,1,240,104,192,12,36,0,0,322.7166748,94.59999847,0.293136299,309.4500122,13.26666641,0.958890378,231,99,0.428571254,9,5,0.555549383,0.962499619,1,102,1.344652176,109,136,30,0,30,0.016666668,5.596694946,4.30634594,0,68.28333282,67.73316956,5.573041439,133,4,1,66,111,38,5,41,33,35,23,13,0.565217376,1,24.68333244,1.073188424,13.41666698,0.543551683,0.985211074,27,16,0.592592597,1,26.81666756,0.993209898,14.88333321,0.555003107,0.880704939,43,24,0.558139563,1,45.73333359,1.06356585,20.28333282,0.443513125,0.945688069,17,11,0.647058845,1,18.11666679,1.065686226,12.1833334,0.6724931,0.93501538,0
u4627,1,59,30,59,0,0,0,0,94.81666565,42.71666718,0.450518072,94.81666565,0,0.999998927,59,30,0.508473694,0,0,0,0.999998331,0,7,1.607059479,27,30,12,0,10.53333378,0.06666667,3.951078176,18.21264076,0,116.5666656,654.3804932,1.317758799,35,3,0,1,58,0,0,28,18,20,18,8,0.444444448,1,26.06666756,1.448148131,16.26666641,0.624040902,3.083484173,19,8,0.421052635,1,34.68333435,1.825438619,16.26666641,0.469005287,5.483460903,26,13,0.5,1,43.71666718,1.681410313,23.51666641,0.537933648,4.613596916,15,7,0.466666669,1,20.35000038,1.356666684,11.33333302,0.556920528,2.731659174,1
u2588,1,12,10,12,0,0,0,0,8.633333206,7.516666889,0.870646298,6.883333206,1.75,0.79728806,8,7,0.874989092,4,3,0.749981225,0.666661084,0,8,0.719438434,5,8,0,0,2.166666746,0.233333334,0.333785802,75.87568665,0.083333336,306.9333191,9225.177734,0.316306442,9,0,0,0,4,3,0,7,7,2,2,2,1,1,0.633333325,0.316666663,0.633333325,1,0.0025,2,2,1,1,0.633333325,0.316666663,0.633333325,1,0.0025,4,3,0.75,1,1.616666675,0.404166669,0.866666675,0.536082447,0.042274304,2,2,1,1,0.633333325,0.316666663,0.633333325,1,0.0025,0
u2379,1,9,4,9,0,0,0,0,8.199999809,2.25,0.274386913,8.199999809,0,0.999987781,9,4,0.444439501,0,0,0,0.999988914,0,2,0.911100984,7,4,0,0,1.75,0.150000006,0.359995991,126.1352615,0,476.4166565,31249.92969,0.19027178,6,0,0,2,7,0,0,4,2,4,1,0,0,1,1.566666722,1.566666722,0,0,0,1,0,0,1,1.566666722,1.566666722,0,0,0,1,0,0,1,1.566666722,1.566666722,0,0,0,1,0,0,1,1.566666722,1.566666722,0,0,0,0
u3575,1,104,43,51,0,53,0,0,326.0833435,208.6833344,0.63996911,326.0833435,0,0.999999702,104,43,0.413461149,0,0,0,0.999999046,0,12,3.135413647,43,62,36,2,20.68333244,0.06666667,14.68100452,7.743041515,0,86.5,158.4552765,3.099517345,45,24,1,12,90,2,0,30,20,26,8,3,0.375,1,36.96666718,4.620833397,10.63333321,0.287646532,13.42192745,11,4,0.363636374,1,41.95000076,3.813636303,14.58333302,0.347636074,12.21579933,23,13,0.565217376,1,99.56666565,4.328985691,68.83333588,0.691329122,17.03693771,2,0,0,1,18.51666641,9.258333206,0,0,14.25062466,0
u3637,1,1193,610,780,87,326,0,0,2330.350098,1118.766724,0.480085224,2313.116699,17.23333359,0.992604792,1187,609,0.513058066,6,1,0.166663885,0.99497056,0,130,1.95335269,569,604,147,30,21.85000038,0.016666668,4.908141136,0.895455837,0,16.04999924,5.349308014,26.79899979,496,78,1,148,772,264,0,45,45,45,161,75,0.465838522,1,342.6499939,2.128260851,141.5833282,0.413201034,6.407129288,208,106,0.509615362,1,415.7666626,1.998878241,192.1000061,0.46203801,5.605051994,435,233,0.535632193,1,793.9500122,1.825172424,378.6499939,0.476919204,4.249428272,110,45,0.409090906,1,256.8333435,2.334848404,98.05000305,0.381765097,8.539754868,0
u1795,1,86,36,86,0,0,0,0,108.0333328,39.90000153,0.369330108,105.1666641,2.866666555,0.973464072,81,35,0.43209824,5,1,0.199995995,0.941859365,0,24,1.256200075,37,39,17,14,13.63333321,0.150000006,2.95668292,12.15470409,0.016666668,96.1166687,418.9741211,1.974527836,55,2,0,22,31,28,0,27,22,22,12,4,0.333333343,1,14.69999981,1.225000024,4.933333397,0.335600913,1.593819499,15,6,0.400000006,1,16.81666756,1.121111155,5.516666889,0.328047574,1.387202501,22,10,0.454545468,1,23.13333321,1.051515102,11.10000038,0.479827076,1.711336136,12,4,0.333333343,1,14.69999981,1.225000024,4.933333397,0.335600913,1.593819499,0
u0302,1,1,1,1,0,0,0,0,0.433333337,0.433333337,0.99976927,0.433333337,0,0.99976927,1,1,0.999899983,0,0,0,0.999899983,0,1,0.433290005,0,1,0,0,0.433333337,0.433333337,1.88E-09,1080,1080,1080,0,0.022222221,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u4165,1,3,3,3,0,0,0,0,1.25,1.25,0.999920011,0,1.25,0,0,0,0,3,3,0.999966681,0,0,1,0.416652769,2,1,0,0,0.550000012,0.266666681,0.013518068,226.9238586,3.650000095,450.2000122,49851.47656,0.105762295,3,0,0,0,0,0,3,2,2,0,1,1,1,1,0.550000012,0.550000012,0.550000012,1,0,1,1,1,1,0.550000012,0.550000012,0.550000012,1,0,1,1,1,1,0.550000012,0.550000012,0.550000012,1,0,1,1,1,1,0.550000012,0.550000012,0.550000012,1,0,1
u0621,1,165,65,36,9,120,0,0,214.3333282,61.58333206,0.287324905,211.5333405,2.799999952,0.986935794,163,63,0.386502832,2,2,0.999949992,0.987878203,0,33,1.298989058,79,62,32,34,9.716666222,0.06666667,2.067519665,6.460670471,0,59.5,70.25852966,3.714727402,93,4,0,29,107,26,1,42,31,36,14,5,0.357142866,1,14,1,3.950000048,0.282142848,1.307857156,18,6,0.333333343,1,17.79999924,0.98888886,4.5,0.252808988,1.036574125,50,14,0.280000001,1,49.31666565,0.986333311,13.8166666,0.280162215,0.895652115,7,3,0.428571433,1,9.100000381,1.299999952,2.383333445,0.261904776,2.296984196,0
